date,INTC
2003-10-29,20.5843893958
2003-10-30,20.6408709521
2003-10-31,20.678525323
2003-11-03,21.3625797267
2003-11-04,21.1366535016
2003-11-05,21.1868593294
2003-11-06,21.4254783734
2003-11-07,21.2684921602
2003-11-10,20.9670786309
2003-11-11,20.979637528
2003-11-12,21.4129194763
2003-11-13,21.2119771235
2003-11-14,20.5965911679
2003-11-17,20.2386626018
2003-11-18,19.9937641093
2003-11-19,20.4207666091
2003-11-20,19.9874846608
2003-11-21,20.2951776386
2003-11-24,21.0110347706
2003-11-25,20.7661362781
2003-11-26,20.9419608368
2003-11-28,21.0612703588
2003-12-01,21.3752427852
2003-12-02,21.2559332632
2003-12-03,20.9356813883
2003-12-04,21.0612703588
2003-12-05,20.157029771
2003-12-08,19.8681751388
2003-12-09,18.9953317935
2003-12-10,19.1020824185
2003-12-11,19.4097753963
2003-12-12,19.3783781537
2003-12-15,18.989052345
2003-12-16,19.0016112421
2003-12-17,18.9450962053
2003-12-18,19.4034959478
2003-12-19,19.1962741464
2003-12-22,19.1020824185
2003-12-23,19.5353643668
2003-12-24,19.5165260213
2003-12-26,19.69235058
2003-12-29,20.1884270136
2003-12-30,20.1193530798
2003-12-31,20.1256325284
2004-01-02,20.1947064621
2004-01-05,20.6656651017
2004-01-06,20.6593856531
2004-01-07,21.3438455425
2004-01-08,21.5008317557
2004-01-09,21.3312866455
2004-01-12,21.444316719
2004-01-13,21.0926676015
2004-01-14,20.9670786309
2004-01-15,20.7598568296
2004-01-16,20.6531062046
2004-01-20,20.4772816459
2004-01-21,20.2198242563
2004-01-22,19.8618956902
2004-01-23,19.9372490725
2004-01-26,20.3642515724
2004-01-27,19.8618956902
2004-01-28,19.7049094771
2004-01-29,19.3972164992
2004-01-30,19.1648769038
2004-02-02,19.0392879332
2004-02-03,19.7174683741
2004-02-04,18.8760222715
2004-02-05,18.8131441161
2004-02-06,19.4167744085
2004-02-09,19.2218521266
2004-02-10,19.20298868
2004-02-11,19.4859403796
2004-02-12,19.3287449909
2004-02-13,18.9514760581
2004-02-17,19.3727596997
2004-02-18,19.2407155732
2004-02-19,18.7942806694
2004-02-20,18.8634466404
2004-02-23,18.2346650857
2004-02-24,18.3604213967
2004-02-25,18.6245096496
2004-02-26,18.5490558631
2004-02-27,18.3604213967
2004-03-01,18.6685243585
2004-03-02,18.6119340186
2004-03-03,18.2598163479
2004-03-04,18.6433730963
2004-03-05,18.203226008
2004-03-08,17.4172490647
2004-03-09,17.5933079
2004-03-10,17.1720242583
2004-03-11,17.0274045008
2004-03-12,17.4109612491
2004-03-15,17.0399801319
2004-03-16,17.0777070251
2004-03-17,17.4738394046
2004-03-18,17.1028582873
2004-03-19,16.6564233835
2004-03-22,16.4929401793
2004-03-23,16.4489254705
2004-03-24,16.6815746457
2004-03-25,17.4738394046
2004-03-26,17.2160389672
2004-03-29,17.4109612491
2004-03-30,17.2474780449
2004-03-31,17.1028582873
2004-04-01,17.2160389672
2004-04-02,17.6813373176
2004-04-05,17.9517133861
2004-04-06,17.7756545508
2004-04-07,17.3669465403
2004-04-08,17.2097511516
2004-04-12,17.3543709092
2004-04-13,17.398385618
2004-04-14,17.2097511516
2004-04-15,16.7633162478
2004-04-16,16.6312721213
2004-04-19,16.7758918789
2004-04-20,16.3923351305
2004-04-21,16.5209209585
2004-04-22,16.6752868301
2004-04-23,17.3103562004
2004-04-26,17.0714192096
2004-04-27,16.9016481898
2004-04-28,16.5683939658
2004-04-29,16.4300620238
2004-04-30,16.1785494019
2004-05-03,16.3734716839
2004-05-04,16.524379257
2004-05-05,16.4992279948
2004-05-06,16.360684859
2004-05-07,16.669258207
2004-05-10,16.7196375291
2004-05-11,17.4879221915
2004-05-12,17.3619738862
2004-05-13,17.2801074877
2004-05-14,17.0282108771
2004-05-17,16.9022625718
2004-05-18,17.097482445
2004-05-19,17.072292784
2004-05-20,17.2612152419
2004-05-21,17.3493790556
2004-05-24,17.4690299457
2004-05-25,17.6957368952
2004-05-26,17.8657671074
2004-05-27,17.9161464295
2004-05-28,17.9791205821
2004-06-01,17.8405774463
2004-06-02,17.6390601578
2004-06-03,17.2612152419
2004-06-04,17.7209265563
2004-06-07,18.1050688875
2004-06-08,18.2562068538
2004-06-09,17.8846593532
2004-06-10,18.0357973195
2004-06-14,17.6264653273
2004-06-15,17.903551599
2004-06-16,17.7083317257
2004-06-17,17.3997583778
2004-06-18,17.406055793
2004-06-21,17.3304868098
2004-06-22,17.6579524036
2004-06-23,17.9602283364
2004-06-24,17.6012756662
2004-06-25,17.4942196067
2004-06-28,17.2423229961
2004-06-29,17.380866132
2004-06-30,17.380866132
2004-07-01,17.0156160466
2004-07-02,16.5810943933
2004-07-06,16.4425512574
2004-07-07,16.5873918085
2004-07-08,16.5118228254
2004-07-09,16.7322323596
2004-07-12,16.5244176559
2004-07-13,16.4614435032
2004-07-14,14.72335689
2004-07-15,14.5785163389
2004-07-16,14.3140248978
2004-07-19,14.4273783726
2004-07-20,14.6351930763
2004-07-21,14.2069688383
2004-07-22,14.6540853221
2004-07-23,14.2762404062
2004-07-26,14.4651628642
2004-07-27,14.6540853221
2004-07-28,14.7737362122
2004-07-29,15.2655643444
2004-07-30,15.3530984166
2004-08-02,15.6805640104
2004-08-03,15.220852696
2004-08-04,15.1200940517
2004-08-05,14.9308563289
2004-08-06,14.3631431605
2004-08-09,14.2369846787
2004-08-10,14.2180609064
2004-08-11,13.9783597909
2004-08-12,13.3980307743
2004-08-13,13.5998843453
2004-08-16,13.5115734079
2004-08-17,13.5677139324
2004-08-18,14.0162073354
2004-08-19,13.8837409295
2004-08-20,13.6377318898
2004-08-23,13.8080458403
2004-08-24,13.6692715103
2004-08-25,13.8458933849
2004-08-26,13.7323507512
2004-08-27,13.8900488535
2004-08-30,13.6251160416
2004-08-31,13.4295703947
2004-09-01,13.517881332
2004-09-02,13.6440398139
2004-09-03,12.6473878072
2004-09-07,12.5464610217
2004-09-08,12.4392263121
2004-09-09,12.7230828963
2004-09-10,12.97539986
2004-09-13,13.1204821142
2004-09-14,13.1015583419
2004-09-15,12.8807809986
2004-09-16,12.6852353517
2004-09-17,12.9880157082
2004-09-20,13.1961772033
2004-09-21,13.2971039888
2004-09-22,12.8807809986
2004-09-23,12.8555493022
2004-09-24,12.6978511999
2004-09-27,12.5653847939
2004-09-28,12.4139946157
2004-09-29,12.6600036553
2004-09-30,12.6536957312
2004-10-01,13.1520217346
2004-10-04,13.3286436092
2004-10-05,13.448494167
2004-10-06,13.3286436092
2004-10-07,13.3980307743
2004-10-08,12.9627840118
2004-10-11,13.0006315564
2004-10-12,12.7924700613
2004-10-13,13.2403326719
2004-10-14,12.9375523155
2004-10-15,13.0006315564
2004-10-18,13.1141741901
2004-10-19,13.1204821142
2004-10-20,13.5304971802
2004-10-21,13.6818873585
2004-10-22,13.4358783188
2004-10-25,13.4421862429
2004-10-26,13.4989575598
2004-10-27,13.8774330054
2004-10-28,14.0477469559
2004-10-29,14.0414390318
2004-11-01,14.1549816655
2004-11-02,14.2622163751
2004-11-03,14.325295616
2004-11-04,14.4579957518
2004-11-05,14.761310348
2004-11-08,14.6791626449
2004-11-09,14.5843768336
2004-11-10,14.4453576436
2004-11-11,14.6412483204
2004-11-12,14.9698391329
2004-11-15,15.0203915656
2004-11-16,15.0646249442
2004-11-17,15.3679395404
2004-11-18,15.6712541366
2004-11-19,15.266834675
2004-11-22,15.2289203505
2004-11-23,14.7676294021
2004-11-24,14.9192867002
2004-11-26,14.6665245367
2004-11-29,14.5717387254
2004-11-30,14.1420430475
2004-12-01,14.5970149417
2004-12-02,14.3505718323
2004-12-03,15.1088583228
2004-12-06,15.1720488637
2004-12-07,14.8371389971
2004-12-08,14.540143455
2004-12-09,14.3821671028
2004-12-10,14.255786021
2004-12-13,14.3000193996
2004-12-14,14.685481699
2004-12-15,14.6222911581
2004-12-16,14.4516766977
2004-12-17,14.3884861569
2004-12-20,14.3442527782
2004-12-21,14.8434580511
2004-12-22,14.8181818348
2004-12-23,14.8750533216
2004-12-27,14.7676294021
2004-12-28,14.7107579153
2004-12-29,14.6918007531
2004-12-30,14.6918007531
2004-12-31,14.7802675103
2005-01-03,14.5780577795
2005-01-04,14.2873812915
2005-01-05,14.1483621015
2005-01-06,14.1925954802
2005-01-07,14.4074433191
2005-01-10,14.4579957518
2005-01-11,14.2431479129
2005-01-12,14.6349292663
2005-01-13,14.4200814273
2005-01-14,14.546462509
2005-01-18,14.4959100763
2005-01-19,14.2810622374
2005-01-20,14.2684241292
2005-01-21,14.1673192638
2005-01-24,13.895599938
2005-01-25,14.0662143984
2005-01-26,14.1673192638
2005-01-27,14.0978096688
2005-01-28,14.0535762902
2005-01-31,14.1862764261
2005-02-01,14.2998930186
2005-02-02,14.2684241292
2005-02-03,14.1925954802
2005-02-04,14.5857773031
2005-02-07,14.5287025224
2005-02-08,14.8457846376
2005-02-09,14.7760265723
2005-02-10,14.9028594184
2005-02-11,15.3277494529
2005-02-14,15.4165324452
2005-02-15,15.517998722
2005-02-16,15.308724526
2005-02-17,14.9853007684
2005-02-18,15.2326248183
2005-02-22,15.0677421183
2005-02-23,14.7823682146
2005-02-24,15.0296922645
2005-02-25,15.2770163144
2005-02-28,15.2135998914
2005-03-01,15.6131233566
2005-03-02,15.5497069336
2005-03-03,15.537023649
2005-03-04,15.6511732105
2005-03-07,15.9238638296
2005-03-08,15.7272729181
2005-03-09,15.7526394874
2005-03-10,15.7589811297
2005-03-11,15.3467743798
2005-03-14,15.3911658759
2005-03-15,15.143841826
2005-03-16,14.9282259876
2005-03-17,14.8457846376
2005-03-18,14.8457846376
2005-03-21,14.9028594184
2005-03-22,14.5984605877
2005-03-23,14.833101353
2005-03-24,14.6999268646
2005-03-28,14.7760265723
2005-03-29,14.6809019377
2005-03-30,14.8965177761
2005-03-31,14.7316350761
2005-04-01,14.5921189454
2005-04-04,14.541385807
2005-04-05,14.6682186531
2005-04-06,14.6174855146
2005-04-07,14.8457846376
2005-04-08,14.76968493
2005-04-11,14.6618770108
2005-04-12,14.7252934338
2005-04-13,14.4716277416
2005-04-14,14.2623535455
2005-04-15,14.0277127802
2005-04-18,14.084787561
2005-04-19,14.3511365378
2005-04-20,14.3701614647
2005-04-21,14.8204180684
2005-04-22,14.7379767184
2005-04-25,14.8457846376
2005-04-26,14.7887098569
2005-04-27,14.9092010607
2005-04-28,14.7062685069
2005-04-29,14.915542703
2005-05-02,14.9345676299
2005-05-03,15.1121336145
2005-05-04,15.3404327375
2005-05-05,15.4358730075
2005-05-06,15.5822147549
2005-05-09,15.7794579797
2005-05-10,15.696743079
2005-05-11,15.7603699257
2005-05-12,15.8049087183
2005-05-13,15.9830638891
2005-05-16,16.1166802671
2005-05-17,16.3520995999
2005-05-18,16.4984413473
2005-05-19,16.5493428246
2005-05-20,16.7656741034
2005-05-23,16.8611143734
2005-05-24,17.1537978682
2005-05-25,17.1792486069
2005-05-26,17.4146679396
2005-05-27,17.427393309
2005-05-31,17.1537978682
2005-06-01,17.3637664623
2005-06-02,17.5546470024
2005-06-03,17.389217201
2005-06-06,17.2874142463
2005-06-07,17.0901710215
2005-06-08,17.2428754536
2005-06-09,17.6246365337
2005-06-10,17.1665232375
2005-06-13,17.1792486069
2005-06-14,16.9883680668
2005-06-15,17.1410724989
2005-06-16,17.2556008229
2005-06-17,17.2556008229
2005-06-20,17.1156217602
2005-06-21,17.2937769309
2005-06-22,17.2492381382
2005-06-23,17.0329068595
2005-06-24,16.6066069867
2005-06-27,16.4539025546
2005-06-28,16.752948734
2005-06-29,16.7020472567
2005-06-30,16.5557055093
2005-07-01,16.676596518
2005-07-05,16.9756426975
2005-07-06,16.8611143734
2005-07-07,16.8992904814
2005-07-08,17.3574037776
2005-07-11,17.6246365337
2005-07-12,17.6564499571
2005-07-13,17.5546470024
2005-07-14,17.7391648578
2005-07-15,18.0063976139
2005-07-18,17.9618588212
2005-07-19,18.2672676853
2005-07-20,17.4592067323
2005-07-21,17.1983366609
2005-07-22,17.0201814902
2005-07-25,16.8737761159
2005-07-26,17.1092590755
2005-07-27,17.2174247149
2005-07-28,17.3955798856
2005-07-29,17.2683261923
2005-08-01,17.2498744067
2005-08-02,17.5355589484
2005-08-03,17.6373619031
2005-08-04,17.2353525688
2005-08-05,17.0822061558
2005-08-08,17.0439195525
2005-08-09,17.1651604628
2005-08-10,17.1523982617
2005-08-11,17.1141116585
2005-08-12,16.7886755307
2005-08-15,16.9290597427
2005-08-16,16.5908614139
2005-08-17,16.6482913188
2005-08-18,16.5142882074
2005-08-19,16.3675228949
2005-08-22,16.6291480172
2005-08-23,16.4121905987
2005-08-24,16.2909496883
2005-08-25,16.2462819845
2005-08-26,16.2143764818
2005-08-29,16.4185716992
2005-08-30,16.3164740905
2005-08-31,16.4121905987
2005-09-01,16.1186599736
2005-09-02,16.1314221747
2005-09-06,16.3994283976
2005-09-07,16.3739039954
2005-09-08,16.6482913188
2005-09-09,16.1122788731
2005-09-12,15.946370259
2005-09-13,15.8889403541
2005-09-14,15.6273152318
2005-09-15,15.665601835
2005-09-16,15.8315104492
2005-09-19,15.7485561421
2005-09-20,15.6209341312
2005-09-21,15.6336963323
2005-09-22,15.6719829356
2005-09-23,15.5571231258
2005-09-26,15.4550255171
2005-09-27,15.2061625959
2005-09-28,15.2827358024
2005-09-29,15.6209341312
2005-09-30,15.7294128405
2005-10-03,15.6975073378
2005-10-04,15.6336963323
2005-10-05,15.3593090089
2005-10-06,15.1614948921
2005-10-07,15.1997814953
2005-10-10,14.9445374736
2005-10-11,14.9445374736
2005-10-12,14.8296776638
2005-10-13,14.8041532616
2005-10-14,14.8232965633
2005-10-17,14.9700618758
2005-10-18,15.1359704899
2005-10-19,15.1168271883
2005-10-20,15.0721594845
2005-10-21,14.7722477589
2005-10-24,14.7403422562
2005-10-25,14.7467233567
2005-10-26,14.7211989546
2005-10-27,14.574433642
2005-10-28,14.8871075687
2005-10-31,14.9955862779
2005-11-01,14.4531927317
2005-11-02,14.9126319709
2005-11-03,15.2954980035
2005-11-04,15.3595226917
2005-11-07,15.6860486013
2005-11-08,15.7180609454
2005-11-09,15.8781226658
2005-11-10,16.1598312938
2005-11-11,16.0894041368
2005-11-14,16.2430633884
2005-11-15,16.0573917927
2005-11-16,15.9229399475
2005-11-17,16.0765991992
2005-11-18,16.1982461067
2005-11-21,16.1662337626
2005-11-22,16.7488584249
2005-11-23,17.0561769281
2005-11-25,17.165018898
2005-11-28,17.1970312421
2005-11-29,17.1458114916
2005-11-30,17.0817868034
2005-12-01,17.4019102442
2005-12-02,17.5619719647
2005-12-05,17.2226411174
2005-12-06,17.0753843346
2005-12-07,16.7424559561
2005-12-08,16.4543448593
2005-12-09,16.6976386744
2005-12-12,17.0433719905
2005-12-13,17.1073966787
2005-12-14,17.0497744593
2005-12-15,17.0177621152
2005-12-16,16.8897127389
2005-12-19,16.5055646099
2005-12-20,16.5247720163
2005-12-21,16.5695892981
2005-12-22,16.6272115174
2005-12-23,16.6272115174
2005-12-27,16.3006856077
2005-12-28,16.2878806701
2005-12-29,16.0509893239
2005-12-30,15.9805621669
2006-01-03,16.3711127647
2006-01-04,16.5887326798
2006-01-05,16.8192855819
2006-01-06,16.8448954572
2006-01-09,16.9473349582
2006-01-10,16.723184525
2006-01-11,16.7360534873
2006-01-12,16.6272115174
2006-01-13,16.5119670787
2006-01-17,16.3391004206
2006-01-18,14.4689392792
2006-01-19,14.3415301498
2006-01-20,13.9317081208
2006-01-23,13.669270924
2006-01-24,13.6244536423
2006-01-25,13.5796363606
2006-01-26,13.7589054874
2006-01-27,13.8741499262
2006-01-30,13.8613449885
2006-01-31,13.6084474703
2006-02-01,13.7973203003
2006-02-02,13.5732979164
2006-02-03,13.3427450144
2006-02-06,13.2591116078
2006-02-07,13.2977116416
2006-02-08,13.2977116416
2006-02-09,13.5100118275
2006-02-10,13.6965786575
2006-02-13,13.593645234
2006-02-14,13.7480453692
2006-02-15,13.7351786912
2006-02-16,13.7351786912
2006-02-17,13.2591116078
2006-02-21,13.2655449468
2006-02-22,12.9631780154
2006-02-23,13.0532447609
2006-02-24,13.0982781337
2006-02-27,13.2012115571
2006-02-28,13.2526782688
2006-03-01,13.3813450481
2006-03-02,13.1819115402
2006-03-03,13.0725447778
2006-03-06,13.0596780999
2006-03-07,12.9052779647
2006-03-08,12.8731112699
2006-03-09,12.7058444568
2006-03-10,12.7701778464
2006-03-13,12.6929777788
2006-03-14,12.7122777957
2006-03-15,12.8152112192
2006-03-16,12.6415110671
2006-03-17,12.5707443385
2006-03-20,12.6222110502
2006-03-21,12.7251444737
2006-03-22,12.853811253
2006-03-23,12.6736777619
2006-03-24,12.6093443723
2006-03-27,12.7058444568
2006-03-28,12.5964776944
2006-03-29,12.7508778295
2006-03-30,12.6736777619
2006-03-31,12.5192776268
2006-04-03,12.4485108982
2006-04-04,12.4163442033
2006-04-05,12.5321443047
2006-04-06,12.467810915
2006-04-07,12.3777441695
2006-04-10,12.4549442371
2006-04-11,12.3262774578
2006-04-12,12.3005441019
2006-04-13,12.5128442878
2006-04-17,12.3455774747
2006-04-18,12.474244254
2006-04-19,12.5836110164
2006-04-20,12.5128442878
2006-04-21,12.2619440682
2006-04-24,12.1654439837
2006-04-25,12.3198441188
2006-04-26,12.5385776437
2006-04-27,12.9181446426
2006-04-28,12.853811253
2006-05-01,12.5385776437
2006-05-02,12.6029110333
2006-05-03,12.3906108475
2006-05-04,12.5070153335
2006-05-05,12.6169529037
2006-05-08,13.0049678571
2006-05-09,12.8691626234
2006-05-10,12.6622213149
2006-05-11,12.5199491653
2006-05-12,12.3130078568
2006-05-15,12.4940815017
2006-05-16,12.3259416886
2006-05-17,12.0672650529
2006-05-18,12.060798137
2006-05-19,11.8732575762
2006-05-22,11.64691552
2006-05-23,11.6081140246
2006-05-24,11.5693125293
2006-05-25,11.6727831835
2006-05-26,11.7827207537
2006-05-30,11.5175772022
2006-05-31,11.6533824359
2006-06-01,11.6663162677
2006-06-02,11.7891876696
2006-06-05,11.6275147723
2006-06-06,11.5046433704
2006-06-07,11.2459667347
2006-06-08,11.0648930898
2006-06-09,11.1166284169
2006-06-12,10.9032201925
2006-06-13,11.0713600057
2006-06-14,11.465841875
2006-06-15,11.7180515948
2006-06-16,11.8344560808
2006-06-19,11.7956545855
2006-06-20,11.7374523425
2006-06-21,11.8991252397
2006-06-22,11.8021215014
2006-06-23,11.6404486041
2006-06-26,11.821522249
2006-06-27,11.6727831835
2006-06-28,12.0672650529
2006-06-29,12.4940168326
2006-06-30,12.2871401932
2006-07-03,12.5199491653
2006-07-05,12.1254672959
2006-07-06,12.1901364548
2006-07-07,12.002595894
2006-07-10,11.7568530901
2006-07-11,12.0737319688
2006-07-12,11.5628456134
2006-07-13,11.4593749591
2006-07-14,11.5628456134
2006-07-17,11.5369779498
2006-07-18,11.7762538378
2006-07-19,11.9573274828
2006-07-20,11.0610129402
2006-07-21,11.0907607533
2006-07-24,11.3041689777
2006-07-25,11.3429704731
2006-07-26,11.3171028095
2006-07-27,11.2977020619
2006-07-28,11.7568530901
2006-07-31,11.6404486041
2006-08-01,11.4205734638
2006-08-02,11.3753050526
2006-08-03,11.2718343983
2006-08-04,11.3759021135
2006-08-07,11.2653301661
2006-08-08,11.2913470949
2006-08-09,11.3173640237
2006-08-10,11.5450121506
2006-08-11,11.3238682559
2006-08-14,11.623062937
2006-08-15,11.7921729741
2006-08-16,12.1043761196
2006-08-17,12.0718549586
2006-08-18,11.9677872434
2006-08-21,11.8702237605
2006-08-22,11.9287618502
2006-08-23,11.954778779
2006-08-24,12.0718549586
2006-08-25,12.2929988533
2006-08-28,12.6052019988
2006-08-29,12.8003289647
2006-08-30,12.9043966799
2006-08-31,12.7287824105
2006-09-01,12.9304136087
2006-09-05,13.0019601628
2006-09-06,12.5596723734
2006-09-07,12.5011342836
2006-09-08,12.6507316242
2006-09-11,12.6182104632
2006-09-12,12.8458585901
2006-09-13,12.8978924477
2006-09-14,12.8653712867
2006-09-15,12.6897570174
2006-09-18,12.7808162681
2006-09-19,12.6312189276
2006-09-20,12.676748553
2006-09-21,12.481621587
2006-09-22,12.4035708007
2006-09-25,12.6247146954
2006-09-26,12.9824474662
2006-09-27,13.2621294507
2006-09-28,13.5092902742
2006-09-29,13.3792056303
2006-10-02,13.2946506117
2006-10-03,13.3792056303
2006-10-04,13.5418114352
2006-10-05,13.5157945064
2006-10-06,13.4182310235
2006-10-09,13.4117267913
2006-10-10,13.5873410606
2006-10-11,13.5873410606
2006-10-12,13.9775949925
2006-10-13,14.0491415466
2006-10-16,14.0556457788
2006-10-17,13.5938452928
2006-10-18,13.730434169
2006-10-19,13.6784003114
2006-10-20,13.8735272773
2006-10-23,13.9515780637
2006-10-24,14.062150011
2006-10-25,14.127192333
2006-10-26,14.159713494
2006-10-27,13.7239299368
2006-10-30,13.8279976519
2006-10-31,13.8800315095
2006-11-01,13.6718960792
2006-11-02,13.4507521845
2006-11-03,13.4052225591
2006-11-06,13.6062028583
2006-11-07,13.5947649551
2006-11-08,13.5359414529
2006-11-09,13.3463990569
2006-11-10,13.4509741719
2006-11-13,13.7254838489
2006-11-14,14.3006469816
2006-11-15,14.5901893314
2006-11-16,14.5947644926
2006-11-17,14.4444377648
2006-11-20,14.5555488245
2006-11-21,14.0980326962
2006-11-22,14.2026078113
2006-11-24,14.1111045856
2006-11-27,13.7385557383
2006-11-28,13.7124119595
2006-11-29,13.8823465214
2006-11-30,13.9836536641
2006-12-01,13.6797322361
2006-12-04,13.8692746321
2006-12-05,13.8039151852
2006-12-06,13.660124402
2006-12-07,13.4967257847
2006-12-08,13.5163336188
2006-12-11,13.5294055082
2006-12-12,13.5490133423
2006-12-13,13.5294055082
2006-12-14,13.575157121
2006-12-15,13.6993400701
2006-12-18,13.6209087338
2006-12-19,13.5032617294
2006-12-20,13.4640460613
2006-12-21,13.3137193334
2006-12-22,13.1241769374
2006-12-26,13.1699285502
2006-12-27,13.3333271675
2006-12-28,13.3463990569
2006-12-29,13.2352879971
2007-01-03,13.300647444
2007-01-04,13.8365949086
2007-01-05,13.7908432958
2007-01-08,13.7320197936
2007-01-09,13.745091683
2007-01-10,14.0653529728
2007-01-11,14.3267907604
2007-01-12,14.4640455988
2007-01-16,14.5751566586
2007-01-17,13.7516276276
2007-01-18,13.4967257847
2007-01-19,13.6078368445
2007-01-22,13.5882290104
2007-01-23,13.4313663378
2007-01-24,13.6209087338
2007-01-25,13.4640460613
2007-01-26,13.4182944485
2007-01-29,13.6535884573
2007-01-30,13.6797322361
2007-01-31,13.6993400701
2007-02-01,13.7973792405
2007-02-02,13.8758105768
2007-02-05,13.982019678
2007-02-06,14.0017311719
2007-02-07,14.1331411313
2007-02-08,14.0345836617
2007-02-09,13.8177572287
2007-02-12,13.6666357755
2007-02-13,13.7126292612
2007-02-14,13.8900327064
2007-02-15,14.0017311719
2007-02-16,13.9491671881
2007-02-20,13.9163146983
2007-02-21,13.7191997592
2007-02-22,13.7783342409
2007-02-23,13.6403537836
2007-02-26,13.6994882653
2007-02-27,13.1607074318
2007-02-28,13.0490089664
2007-03-01,12.8716055212
2007-03-02,12.6284970964
2007-03-05,12.5561559137
2007-03-06,12.7467660598
2007-03-07,12.5627921167
2007-03-08,12.6350675943
2007-03-09,12.5496511207
2007-03-12,12.7993300436
2007-03-13,12.5627921167
2007-03-14,12.6350675943
2007-03-15,12.5759331126
2007-03-16,12.5825036106
2007-03-19,12.5562216187
2007-03-20,12.4773756431
2007-03-21,12.707343072
2007-03-22,12.5890741085
2007-03-23,12.6613495862
2007-03-26,12.6744905821
2007-03-27,12.5233691289
2007-03-28,12.3919591695
2007-03-29,12.5430806228
2007-03-30,12.5693626146
2007-04-02,12.5693626146
2007-04-03,12.6876315781
2007-04-04,12.7336250639
2007-04-05,12.8650350232
2007-04-09,13.2067009176
2007-04-10,13.5877897998
2007-04-11,13.4498093425
2007-04-12,13.4695208364
2007-04-13,13.4432388445
2007-04-16,13.5943602978
2007-04-17,13.7849047389
2007-04-18,14.0280131637
2007-04-19,14.3302560703
2007-04-20,14.5602234992
2007-04-23,14.39596105
2007-04-24,14.4156725439
2007-04-25,14.6246143793
2007-04-26,14.5142300135
2007-04-27,14.3696790581
2007-04-30,14.1265706333
2007-05-01,14.2185576048
2007-05-02,14.4091020459
2007-05-03,14.3581806867
2007-05-04,14.4638526697
2007-05-07,14.5034796633
2007-05-08,14.6289651431
2007-05-09,14.840309109
2007-05-10,14.6685921367
2007-05-11,14.7148236292
2007-05-14,14.6091516463
2007-05-15,14.536502158
2007-05-16,14.6487786399
2007-05-17,14.6818011345
2007-05-18,14.9922125845
2007-05-21,14.945981092
2007-05-22,15.1837430537
2007-05-23,14.9723990877
2007-05-24,14.5100841622
2007-05-25,14.635569642
2007-05-29,14.7280326271
2007-05-30,14.5827336505
2007-05-31,14.6487125949
2007-06-01,14.7676596207
2007-06-04,14.635569642
2007-06-05,14.5034796633
2007-06-06,14.1930682133
2007-06-07,14.0741872324
2007-06-08,14.4176211771
2007-06-11,14.4836661665
2007-06-12,14.6619876377
2007-06-13,14.9737199875
2007-06-14,15.3422510281
2007-06-15,16.0093054207
2007-06-18,15.9630739281
2007-06-19,15.9168424356
2007-06-20,15.8111704526
2007-06-21,16.0423279153
2007-06-22,15.6526624781
2007-06-25,15.5073635015
2007-06-26,15.4413185122
2007-06-27,15.7121029686
2007-06-28,15.7979614547
2007-06-29,15.6790144289
2007-07-02,16.0291189175
2007-07-03,16.2404628834
2007-07-05,16.2470673824
2007-07-06,16.2999033738
2007-07-09,16.4847632991
2007-07-10,16.491433843
2007-07-11,16.2272538856
2007-07-12,17.1716972334
2007-07-13,17.1518837366
2007-07-16,17.1386747387
2007-07-17,17.3895796533
2007-07-18,16.5508743334
2007-07-19,16.6829643121
2007-07-20,16.2140448877
2007-07-23,16.3263213696
2007-07-24,16.2001754399
2007-07-25,16.181022393
2007-07-26,15.8507974462
2007-07-27,15.5469904952
2007-07-30,15.7517299622
2007-07-31,15.5998264866
2007-08-01,15.7187074675
2007-08-02,16.0489324143
2007-08-03,15.8657236138
2007-08-06,16.0116398844
2007-08-07,16.0115735287
2007-08-08,16.3765964504
2007-08-09,15.872292832
2007-08-10,15.9121062755
2007-08-13,15.9386485713
2007-08-14,15.7926659449
2007-08-15,15.4078026571
2007-08-16,15.32817577
2007-08-17,15.7263102056
2007-08-20,15.9983687366
2007-08-21,15.8523861102
2007-08-22,16.0249110323
2007-08-23,16.0779956237
2007-08-24,16.4495877636
2007-08-27,16.2239782501
2007-08-28,15.8988351277
2007-08-29,16.6486549814
2007-08-30,16.774730886
2007-08-31,17.0866028605
2007-09-04,17.3719325394
2007-09-05,17.2458566348
2007-09-06,17.3520258176
2007-09-07,16.9008067906
2007-09-10,16.8211799035
2007-09-11,17.0268826952
2007-09-12,16.8941712167
2007-09-13,16.8211799035
2007-09-14,16.5424857986
2007-09-17,16.4894012071
2007-09-18,16.860993347
2007-09-19,17.040153843
2007-09-20,17.1264163041
2007-09-21,17.1662297476
2007-09-24,17.2392210608
2007-09-25,17.1795672512
2007-09-26,17.1927720433
2007-09-27,17.0932384344
2007-09-28,17.1595941737
2007-10-01,17.4986720014
2007-10-02,17.5046440179
2007-10-03,17.1264163041
2007-10-04,16.9870692516
2007-10-05,16.9472558081
2007-10-08,17.0268826952
2007-10-09,17.1462566701
2007-10-10,17.1728653216
2007-10-11,16.8742644949
2007-10-12,16.953891382
2007-10-15,17.0866028605
2007-10-16,16.9074423645
2007-10-17,17.7302535314
2007-10-18,17.8961428795
2007-10-19,17.4515594265
2007-10-22,17.67716894
2007-10-23,17.7833381228
2007-10-24,17.2591277826
2007-10-25,17.1795008955
2007-10-26,17.2126787651
