date,VZ
2003-10-31,13.1673621897
2003-11-03,13.0184455935
2003-11-04,12.8891232863
2003-11-05,12.8891232863
2003-11-06,12.7166935434
2003-11-07,12.6069655251
2003-11-10,12.7245312589
2003-11-11,12.7127746856
2003-11-12,12.7127746856
2003-11-13,12.512912938
2003-11-14,12.7793952681
2003-11-17,12.8303404194
2003-11-18,12.7206124012
2003-11-19,12.6226409563
2003-11-20,12.4737243601
2003-11-21,12.6187220985
2003-11-24,12.7362878323
2003-11-25,12.9439872954
2003-11-26,12.838178135
2003-11-28,12.8695289973
2003-12-01,12.8420969928
2003-12-02,12.7637198369
2003-12-03,12.6343975297
2003-12-04,13.0302021669
2003-12-05,13.0889850338
2003-12-08,12.9361495799
2003-12-09,12.7715575525
2003-12-10,13.0772284605
2003-12-11,13.0654718871
2003-12-12,13.1007416072
2003-12-15,13.1360113274
2003-12-16,13.2888467814
2003-12-17,13.4024936574
2003-12-18,13.4808708133
2003-12-19,13.3828993684
2003-12-22,13.3750616528
2003-12-23,13.390737084
2003-12-24,13.3084410703
2003-12-26,13.2888467814
2003-12-29,13.4495199509
2003-12-30,13.716002281
2003-12-31,13.7473531433
2004-01-02,13.8139737258
2004-01-05,14.2136972209
2004-01-06,14.4488286886
2004-01-07,14.478220122
2004-01-08,14.6999871698
2004-01-09,14.2722935776
2004-01-12,14.5455422615
2004-01-13,14.4861403737
2004-01-14,14.5970238976
2004-01-15,14.6049441493
2004-01-16,14.6326650303
2004-01-20,14.7277080508
2004-01-21,14.6603859113
2004-01-22,14.8465118264
2004-01-23,14.8900732108
2004-01-26,14.9573953503
2004-01-27,14.6841466664
2004-01-28,14.5574226391
2004-01-29,14.6881067923
2004-01-30,14.5970238976
2004-02-02,14.8504719523
2004-02-03,14.7435485542
2004-02-04,14.5297017581
2004-02-05,14.6089042752
2004-02-06,14.7118675474
2004-02-09,14.6326650303
2004-02-10,14.8900732108
2004-02-11,15.1276807621
2004-02-12,14.8940333367
2004-02-13,14.9098738401
2004-02-17,15.5236933475
2004-02-18,15.0920396294
2004-02-19,14.7910700645
2004-02-20,14.723747925
2004-02-23,14.6564257854
2004-02-24,15.0841193777
2004-02-25,15.0563984967
2004-02-26,15.183122524
2004-02-27,15.1791623982
2004-03-01,15.3256870548
2004-03-02,15.6266566197
2004-03-03,15.4444908304
2004-03-04,15.5434939767
2004-03-05,15.4365705787
2004-03-08,15.563294606
2004-03-09,15.5236933475
2004-03-10,15.155401643
2004-03-11,14.8821529591
2004-03-12,15.0128371123
2004-03-15,14.7712694352
2004-03-16,14.7514688059
2004-03-17,14.7871099386
2004-03-18,14.7989903162
2004-03-19,14.8385915747
2004-03-22,14.4901004996
2004-03-23,14.2802138293
2004-03-24,14.2722935776
2004-03-25,14.4108979825
2004-03-26,14.2643733259
2004-03-29,14.3673365981
2004-03-30,14.3792169757
2004-03-31,14.4702998703
2004-04-01,14.6128644011
2004-04-02,14.7475086801
2004-04-05,14.9098738401
2004-04-06,15.0504583079
2004-04-07,14.9264380507
2004-04-08,14.9264380507
2004-04-12,15.0304550406
2004-04-13,14.8584269419
2004-04-14,14.8344230212
2004-04-15,14.8264217143
2004-04-16,14.7024014571
2004-04-19,14.8664282489
2004-04-20,14.9064347834
2004-04-21,15.0784628821
2004-04-22,15.1064674563
2004-04-23,15.0184530803
2004-04-26,15.0984661494
2004-04-27,15.0024504664
2004-04-28,15.0664609217
2004-04-29,15.1184694167
2004-04-30,15.0984661494
2004-05-03,15.0784628821
2004-05-04,15.1584759513
2004-05-05,15.1344720305
2004-05-06,15.0264543872
2004-05-07,14.7144034175
2004-05-10,14.5423753188
2004-05-11,14.4663629031
2004-05-12,14.5143707446
2004-05-13,14.5023687842
2004-05-14,14.5463759722
2004-05-17,14.3143380717
2004-05-18,14.4463596358
2004-05-19,14.4383583289
2004-05-20,14.3223393786
2004-05-21,14.3103374182
2004-05-24,14.1463106265
2004-05-25,14.1823165076
2004-05-26,13.7622478945
2004-05-27,14.0342923297
2004-05-28,13.8342596568
2004-06-01,13.950278607
2004-06-02,14.0742988642
2004-06-03,13.9742825278
2004-06-04,13.9862844882
2004-06-07,14.1783158541
2004-06-08,14.2223230422
2004-06-09,14.3463432994
2004-06-10,14.5063694377
2004-06-14,14.4063531012
2004-06-15,14.378348527
2004-06-16,14.2983354579
2004-06-17,14.3543446063
2004-06-18,14.4703635565
2004-06-21,14.2943348044
2004-06-22,14.1503112799
2004-06-23,14.1823165076
2004-06-24,14.2103210818
2004-06-25,14.3103374182
2004-06-28,14.3863498339
2004-06-29,14.4183550616
2004-06-30,14.4783648635
2004-07-01,14.4223557151
2004-07-02,14.430357022
2004-07-06,14.4263563685
2004-07-07,14.5843821801
2004-07-08,14.3458242237
2004-07-09,14.3296508029
2004-07-12,14.4549948139
2004-07-13,14.3134773822
2004-07-14,14.2164368576
2004-07-15,14.0749194258
2004-07-16,13.9900089668
2004-07-19,13.9414887044
2004-07-20,14.0425725843
2004-07-21,13.7999712727
2004-07-22,13.994052322
2004-07-23,14.2811305406
2004-07-26,14.7582464534
2004-07-27,15.3081427596
2004-07-28,15.6477845958
2004-07-29,15.716521634
2004-07-30,15.5830909127
2004-08-02,15.6477845958
2004-08-03,15.7852586723
2004-08-04,15.8378222898
2004-08-05,15.6235244646
2004-08-06,15.506267164
2004-08-09,15.5022238088
2004-08-10,15.8054754483
2004-08-11,15.9308194593
2004-08-12,15.7690852516
2004-08-13,15.7973887379
2004-08-16,15.8337789346
2004-08-17,15.73673841
2004-08-18,15.8216488691
2004-08-19,15.8701691314
2004-08-20,16.0116865631
2004-08-23,15.9550795904
2004-08-24,15.8863425521
2004-08-25,15.8378222898
2004-08-26,15.7731286067
2004-08-27,15.7529118308
2004-08-30,15.7812153171
2004-08-31,15.8701691314
2004-09-01,15.9712530112
2004-09-02,16.1532039949
2004-09-03,16.197680902
2004-09-07,16.3351549785
2004-09-08,16.3432416889
2004-09-09,16.2906780714
2004-09-10,16.3108948474
2004-09-13,16.3958053064
2004-09-14,16.5009325414
2004-09-15,16.1532039949
2004-09-16,16.2462011643
2004-09-17,16.4038920168
2004-09-20,16.2502445195
2004-09-21,16.3958053064
2004-09-22,16.3553717545
2004-09-23,16.2300277435
2004-09-24,16.2987647818
2004-09-27,16.092553667
2004-09-28,16.1168137981
2004-09-29,16.0844669566
2004-09-30,15.9227327489
2004-10-01,16.1895941916
2004-10-04,16.5454094486
2004-10-05,16.6505366836
2004-10-06,16.9275065143
2004-10-07,16.7765138091
2004-10-08,16.62144022
2004-10-11,16.6704108271
2004-10-12,16.8703741393
2004-10-13,16.7601902734
2004-10-14,16.6377637557
2004-10-15,16.6785725949
2004-10-18,16.6622490592
2004-10-19,16.4500430952
2004-10-20,16.3398592293
2004-10-21,16.2378371312
2004-10-22,15.9032046495
2004-10-25,15.8664766942
2004-10-26,15.9154473013
2004-10-27,16.0786826582
2004-10-28,16.0705208903
2004-10-29,15.9562561405
2004-11-01,16.3153739258
2004-11-02,16.3235356936
2004-11-03,16.5520651933
2004-11-04,16.7642711573
2004-11-05,16.7357049699
2004-11-08,16.7724329252
2004-11-09,16.8418079519
2004-11-10,16.8009991126
2004-11-11,16.992800657
2004-11-12,17.2294919246
2004-11-15,17.0825801034
2004-11-16,16.9805580053
2004-11-17,16.886697675
2004-11-18,16.9479109339
2004-11-19,16.7724329252
2004-11-22,16.727543202
2004-11-23,16.7193814342
2004-11-24,16.6867343628
2004-11-26,16.7438667377
2004-11-29,16.8091608805
2004-11-30,16.8254844162
2004-12-01,16.9764771213
2004-12-02,17.1070654069
2004-12-03,17.1478742461
2004-12-06,17.1152271747
2004-12-07,16.890778559
2004-12-08,16.8744550233
2004-12-09,16.8132417644
2004-12-10,16.6500064075
2004-12-13,16.8458888358
2004-12-14,16.7479476216
2004-12-15,16.6091975682
2004-12-16,16.4867710505
2004-12-17,16.6908152467
2004-12-20,16.6255211039
2004-12-21,16.7969182287
2004-12-22,16.6948961306
2004-12-23,16.6296019879
2004-12-27,16.5724696129
2004-12-28,16.7030578985
2004-12-29,16.6663299432
2004-12-30,16.6418446396
2004-12-31,16.5316607737
2005-01-03,16.5234990058
2005-01-04,16.356182765
2005-01-05,16.3316974614
2005-01-06,16.2970099481
2005-01-07,16.2393214173
2005-01-10,16.0827382623
2005-01-11,15.9055520606
2005-01-12,15.7530895149
2005-01-13,15.2874606593
2005-01-14,15.1803248164
2005-01-18,15.5264560011
2005-01-19,15.1020332389
2005-01-20,14.9454500839
2005-01-21,15.0402240987
2005-01-24,15.1844454257
2005-01-25,14.8341936316
2005-01-26,15.0484653174
2005-01-27,14.7806257102
2005-01-28,14.7023341327
2005-01-31,14.6652486486
2005-02-01,14.7847463195
2005-02-02,14.7847463195
2005-02-03,14.7929875382
2005-02-04,15.1844454257
2005-02-07,15.1102744576
2005-02-08,15.019621052
2005-02-09,14.8589172877
2005-02-10,14.850676069
2005-02-11,14.9619325212
2005-02-14,14.9124852091
2005-02-15,14.9413294745
2005-02-16,14.8836409437
2005-02-17,14.7023341327
2005-02-18,14.549871587
2005-02-22,14.5787158524
2005-02-23,14.6487662112
2005-02-24,14.6281631645
2005-02-25,14.9166058185
2005-02-28,14.8218318036
2005-03-01,14.9372088652
2005-03-02,15.0278622707
2005-03-03,14.9866561773
2005-03-04,15.007259224
2005-03-07,15.0443447081
2005-03-08,14.8753997251
2005-03-09,14.8918821624
2005-03-10,14.9042439905
2005-03-11,14.863037897
2005-03-14,14.8671585064
2005-03-15,14.7023341327
2005-03-16,14.5622334151
2005-03-17,14.5086654936
2005-03-18,14.4839418376
2005-03-21,14.4015296507
2005-03-22,14.199619793
2005-03-23,14.3850472134
2005-03-24,14.3232380732
2005-03-28,14.3067556359
2005-03-29,14.3644441666
2005-03-30,14.5993188991
2005-03-31,14.6281631645
2005-04-01,14.5004242749
2005-04-04,14.6899723047
2005-04-05,14.7394196168
2005-04-06,14.7991684522
2005-04-07,14.7574923935
2005-04-08,14.6157937939
2005-04-11,14.544944494
2005-04-12,14.6658050643
2005-04-13,14.544944494
2005-04-14,14.5407768882
2005-04-15,14.2323740536
2005-04-18,14.1698599655
2005-04-19,14.2365416595
2005-04-20,14.0781726363
2005-04-21,14.2907205358
2005-04-22,14.1948656008
2005-04-25,14.1948656008
2005-04-26,14.1698599655
2005-04-27,14.6783078819
2005-04-28,14.6074585821
2005-04-29,14.9200290225
2005-05-02,14.5741177351
2005-05-03,14.449089559
2005-05-04,14.4615923766
2005-05-05,14.2948881417
2005-05-06,14.4032458944
2005-05-09,14.3949106826
2005-05-10,14.3073909593
2005-05-11,14.3282289887
2005-05-12,14.2907205358
2005-05-13,14.2073684184
2005-05-16,14.3782402591
2005-05-17,14.4032458944
2005-05-18,14.4949332236
2005-05-19,14.611626188
2005-05-20,14.6699726702
2005-05-23,14.7324867583
2005-05-24,14.6699726702
2005-05-25,14.7533247876
2005-05-26,14.7324867583
2005-05-27,14.7783304229
2005-05-31,14.7449895759
2005-06-01,14.7366543642
2005-06-02,14.6574698526
2005-06-03,14.6574698526
2005-06-06,14.5949557645
2005-06-07,14.6032909762
2005-06-08,14.6157937939
2005-06-09,14.5074360412
2005-06-10,14.5241064647
2005-06-13,14.5491120999
2005-06-14,14.5907881586
2005-06-15,14.6533022467
2005-06-16,14.5616149175
2005-06-17,14.5991233704
2005-06-20,14.644967035
2005-06-21,14.5866205528
2005-06-22,14.5991233704
2005-06-23,14.4699275883
2005-06-24,14.3657374415
2005-06-27,14.3282289887
2005-06-28,14.4407543472
2005-06-29,14.4740951942
2005-06-30,14.3990782885
2005-07-01,14.4074135002
2005-07-05,14.5532797058
2005-07-06,14.51368745
2005-07-07,14.4673043698
2005-07-08,14.5052541627
2005-07-11,14.4630877262
2005-07-12,14.4420045079
2005-07-13,14.5811537484
2005-07-14,14.6739199088
2005-07-15,14.6275368286
2005-07-18,14.4883875881
2005-07-19,14.5474205992
2005-07-20,14.5263373809
2005-07-21,14.4124880023
2005-07-22,14.4082713587
2005-07-25,14.3450217039
2005-07-26,14.3914047841
2005-07-27,14.4630877262
2005-07-28,14.6148868976
2005-07-29,14.4335712206
2005-08-01,14.3281551293
2005-08-02,14.2859886928
2005-08-03,14.4293545769
2005-08-04,14.210089107
2005-08-05,14.0498566483
2005-08-08,13.9697404189
2005-08-09,14.041423361
2005-08-10,13.9781737062
2005-08-11,13.9570904879
2005-08-12,13.9360072697
2005-08-15,13.9107074078
2005-08-16,13.9528738443
2005-08-17,13.9360072697
2005-08-18,13.8685409712
2005-08-19,13.944440557
2005-08-22,13.9697404189
2005-08-23,14.0161234991
2005-08-24,13.8263745347
2005-08-25,13.7842080982
2005-08-26,13.7462583053
2005-08-29,13.6703587196
2005-08-30,13.640842214
2005-08-31,13.7926413855
2005-09-01,13.7546915926
2005-09-02,13.6956585815
2005-09-06,13.8727576149
2005-09-07,13.8010746728
2005-09-08,13.6956585815
2005-09-09,13.8010746728
2005-09-12,13.7420416617
2005-09-13,13.7040918688
2005-09-14,13.7167417998
2005-09-15,13.6577087886
2005-09-16,13.834807822
2005-09-19,13.737825018
2005-09-20,13.6028924212
2005-09-21,13.472176468
2005-09-22,13.4679598243
2005-09-23,13.5607259846
2005-09-26,13.4932596862
2005-09-27,13.4300100314
2005-09-28,13.6661420759
2005-09-29,13.7167417998
2005-09-30,13.7842080982
2005-10-03,13.6619254323
2005-10-04,13.5860258466
2005-10-05,13.4152517787
2005-10-06,13.2871213892
2005-10-07,13.0650287141
2005-10-10,12.9368983246
2005-10-11,12.7874128702
2005-10-12,12.7404317274
2005-10-13,12.7276186884
2005-10-14,12.7703288183
2005-10-17,12.5567781691
2005-10-18,12.5354231042
2005-10-19,12.5567781691
2005-10-20,12.4713579095
2005-10-21,12.6080303249
2005-10-24,12.8514780649
2005-10-25,12.9796084544
2005-10-26,13.0650287141
2005-10-27,13.1376359348
2005-10-28,13.5391111552
2005-10-31,13.4579619085
2005-11-01,13.3853546878
2005-11-02,13.4408778566
2005-11-03,13.1675330257
2005-11-04,13.1974301165
2005-11-07,13.0479446621
2005-11-08,13.094925805
2005-11-09,13.1760750516
2005-11-10,13.2999344281
2005-11-11,13.4109807657
2005-11-14,13.3981677267
2005-11-15,13.1632620127
2005-11-16,13.2828503762
2005-11-17,13.5391111552
2005-11-18,13.5391111552
2005-11-21,13.569008246
2005-11-22,13.6117183759
2005-11-23,13.6031763499
2005-11-25,13.6586995187
2005-11-28,13.7441197783
2005-11-29,13.7313067394
2005-11-30,13.6586995187
2005-12-01,13.7270357264
2005-12-02,13.6117183759
2005-12-05,13.5433821681
2005-12-06,13.5561952071
2005-12-07,13.4323358306
2005-12-08,13.338373545
2005-12-09,13.2743083502
2005-12-12,13.1205518829
2005-12-13,13.1205518829
2005-12-14,13.0436736492
2005-12-15,13.07357074
2005-12-16,13.0223185842
2005-12-19,13.0351316232
2005-12-20,13.0436736492
2005-12-21,13.077841753
2005-12-22,13.1077388439
2005-12-23,13.0180475713
2005-12-27,13.0009635193
2005-12-28,12.9198142727
2005-12-29,12.9283562986
2005-12-30,12.8642911039
2006-01-03,12.9753374414
2006-01-04,13.3554575969
2006-01-05,13.5092140643
2006-01-06,13.5626017266
2006-01-09,13.6188421803
2006-01-10,13.675082634
2006-01-11,13.8394778065
2006-01-12,13.8913920714
2006-01-13,13.9216753927
2006-01-17,13.6188421803
2006-01-18,13.4933827066
2006-01-19,13.5928850478
2006-01-20,13.3852279879
2006-01-23,13.4111851204
2006-01-24,13.3635970441
2006-01-25,13.5755802928
2006-01-26,13.7053659553
2006-01-27,13.9043706377
2006-01-30,13.8005421077
2006-01-31,13.6967135778
2006-02-01,13.7572802202
2006-02-02,13.6447993128
2006-02-03,13.675082634
2006-02-06,13.6491255015
2006-02-07,13.6274945578
2006-02-08,14.0990491314
2006-02-09,14.1293324526
2006-02-10,14.3542942675
2006-02-13,14.2504657376
2006-02-14,14.501384685
2006-02-15,14.7739345761
2006-02-16,14.9469821261
2006-02-17,15.0464844673
2006-02-21,14.8604583511
2006-02-22,14.7047155562
2006-02-23,14.6744322349
2006-02-24,14.6268441587
2006-02-27,14.7349988774
2006-02-28,14.5792560825
2006-03-01,14.7955655199
2006-03-02,14.7090417449
2006-03-03,14.5273418175
2006-03-06,14.5922346487
2006-03-07,14.4970584962
2006-03-08,14.466775175
2006-03-09,14.5273418175
2006-03-10,14.7912393311
2006-03-13,14.8474797849
2006-03-14,14.8777631061
2006-03-15,14.8777631061
2006-03-16,14.9340035598
2006-03-17,14.8864154836
2006-03-20,14.8042178974
2006-03-21,14.8604583511
2006-03-22,15.0594630335
2006-03-23,15.0205273348
2006-03-24,15.1286820535
2006-03-27,15.1113772985
2006-03-28,14.9469821261
2006-03-29,15.1503129973
2006-03-30,14.9210249936
2006-03-31,14.7349988774
2006-04-03,14.8907416724
2006-04-04,14.9686130698
2006-04-05,14.8993940498
2006-04-06,14.7458143493
2006-04-07,14.7939746693
2006-04-10,14.658250131
2006-04-11,14.3342625236
2006-04-12,14.4568524291
2006-04-13,14.36491
2006-04-17,14.216050829
2006-04-18,14.5356602255
2006-04-19,14.3430189454
2006-04-20,14.2554547272
2006-04-21,14.2379418836
2006-04-24,14.1416212435
2006-04-25,14.2291854617
2006-04-26,14.4831216946
2006-04-27,14.5881987565
2006-04-28,14.46123064
2006-05-01,14.3561535782
2006-05-02,14.2904804145
2006-05-03,14.2904804145
2006-05-04,14.3605317891
2006-05-05,14.4568524291
2006-05-08,14.41307032
2006-05-09,14.3824228436
2006-05-10,14.1591340872
2006-05-11,13.9664928071
2006-05-12,13.918332487
2006-05-15,13.8001207924
2006-05-16,13.8789285888
2006-05-17,13.4892678177
2006-05-18,13.3141393813
2006-05-19,13.5286717159
2006-05-22,13.4805113959
2006-05-23,13.5155370832
2006-05-24,13.4629985523
2006-05-25,13.6381269887
2006-05-26,13.7869861597
2006-05-30,13.5330499268
2006-05-31,13.6643962542
2006-06-01,13.9927620725
2006-06-02,13.9840056507
2006-06-05,13.8132554252
2006-06-06,13.8789285888
2006-06-07,13.9402235416
2006-06-08,13.8614157452
2006-06-09,13.8351464797
2006-06-12,13.7169347851
2006-06-13,13.8132554252
2006-06-14,13.8439029015
2006-06-15,14.0934609235
2006-06-16,14.2466983054
2006-06-19,14.0847045017
2006-06-20,14.3342625236
2006-06-21,14.3911792655
2006-06-22,14.3342625236
2006-06-23,14.3736664218
2006-06-26,14.3517753673
2006-06-27,14.2029161963
2006-06-28,14.2773457818
2006-06-29,14.5794423346
2006-06-30,14.662628342
2006-07-03,14.6888976074
2006-07-05,14.5750641237
2006-07-06,14.634169971
2006-07-07,14.4967807315
2006-07-10,14.6164423272
2006-07-11,14.4879169095
2006-07-12,14.3150723823
2006-07-13,14.0668853689
2006-07-14,14.0137024374
2006-07-17,13.9959747936
2006-07-18,13.9959747936
2006-07-19,14.3239362042
2006-07-20,14.2929128276
2006-07-21,14.1245002113
2006-07-24,14.4435978
2006-07-25,14.5942827724
2006-07-26,14.8158783202
2006-07-27,14.7671272997
2006-07-28,14.9488356488
2006-07-31,14.9887228474
2006-08-01,14.7449677449
2006-08-02,14.8601974297
2006-08-03,14.8424697859
2006-08-04,14.9665632926
2006-08-07,14.7582634778
2006-08-08,14.8646293407
2006-08-09,14.9931547583
2006-08-10,15.0419057788
2006-08-11,15.0995206212
2006-08-14,15.0330419569
2006-08-15,15.2413417718
2006-08-16,15.1704311965
2006-08-17,15.1704311965
2006-08-18,15.2546375046
2006-08-21,15.2989566142
2006-08-22,15.3344119018
2006-08-23,15.2413417718
2006-08-24,15.3565714566
2006-08-25,15.3787310114
2006-08-28,15.4895287852
2006-08-29,15.5914627372
2006-08-30,15.6845328672
2006-08-31,15.5914627372
2006-09-01,15.7643072644
2006-09-05,15.7332838877
2006-09-06,15.7111243329
2006-09-07,15.6490775796
2006-09-08,15.6889647782
2006-09-11,15.7510115315
2006-09-12,15.8839688601
2006-09-13,15.8440816616
2006-09-14,15.9460156135
2006-09-15,15.8706731273
2006-09-18,15.8485135725
2006-09-19,15.9548794354
2006-09-20,16.2518174694
2006-09-21,16.3537514213
2006-09-22,16.4423896404
2006-09-25,16.6196660786
2006-09-26,16.8235339825
2006-09-27,16.3005684898
2006-09-28,16.3714790651
2006-09-29,16.4556853732
2006-10-02,16.4601172842
2006-10-03,16.6063703457
2006-10-04,16.57977888
2006-10-05,16.5376757259
2006-10-06,16.4883897782
2006-10-09,16.4391038305
2006-10-10,16.37189572
2006-10-11,16.3987789642
2006-10-12,16.5735200515
2006-10-13,16.6004032957
2006-10-16,16.595922755
2006-10-17,16.3942984235
2006-10-18,16.3942984235
2006-10-19,16.6720919469
2006-10-20,16.9364438483
2006-10-23,17.0350157437
2006-10-24,17.0260546623
2006-10-25,17.1604708833
2006-10-26,17.3576146741
2006-10-27,17.4024200811
2006-10-30,16.8692357377
2006-10-31,16.5780005922
2006-11-01,16.5645589701
2006-11-02,16.5735200515
2006-11-03,16.4435843712
2006-11-06,16.5690395108
2006-11-07,16.5197535631
2006-11-08,16.5152730224
2006-11-09,16.1792324699
2006-11-10,15.9462443534
2006-11-13,16.1075438186
2006-11-14,16.3046876095
2006-11-15,16.1702713885
2006-11-16,16.1030632779
2006-11-17,16.1478686849
2006-11-20,16.1176250352
2006-11-21,16.331472959
2006-11-22,16.1548159785
2006-11-24,16.1548159785
2006-11-27,15.9177237152
2006-11-28,15.9921056017
2006-11-29,16.2199001292
2006-11-30,16.2431444687
2006-12-01,16.1036784315
2006-12-04,16.2013046576
2006-12-05,16.0757852241
2006-12-06,16.2477933366
2006-12-07,16.2245489971
2006-12-08,16.4151525813
2006-12-11,16.5918095618
2006-12-12,16.6243516371
2006-12-13,16.6754891841
2006-12-14,16.7777642781
2006-12-15,16.9590701265
2006-12-18,16.9869633339
2006-12-19,17.0427497488
2006-12-20,16.9451235228
2006-12-21,17.0520474846
2006-12-22,16.9916122018
2006-12-26,17.08458956
2006-12-27,17.2658954084
2006-12-28,17.3495750307
2006-12-29,17.3123840874
2007-01-03,17.5820184261
2007-01-04,17.6796446521
2007-01-05,17.3774682381
2007-01-08,17.3007619177
2007-01-09,17.37126217
2007-01-10,17.2725618167
2007-01-11,17.4417624223
2007-01-12,17.5451627924
2007-01-16,17.4652625064
2007-01-17,17.3336620354
2007-01-18,17.6579631961
2007-01-19,17.5075626578
2007-01-22,17.5075626578
2007-01-23,17.6203630615
2007-01-24,17.8929640371
2007-01-25,17.6250630783
2007-01-26,17.7801636334
2007-01-29,17.8741639698
2007-01-30,18.132664895
2007-01-31,18.104464794
2007-02-01,17.8600639194
2007-02-02,17.9399642053
2007-02-05,17.9023640707
2007-02-06,17.8976640539
2007-02-07,17.9023640707
2007-02-08,17.8365638353
2007-02-09,17.7190634147
2007-02-12,17.6579631961
2007-02-13,17.8788639866
2007-02-14,18.1561649791
2007-02-15,18.0480645922
2007-02-16,18.0950647604
2007-02-20,17.9822643567
2007-02-21,17.9963644072
2007-02-22,18.0668646595
2007-02-23,18.052764609
2007-02-26,18.0433645754
2007-02-27,17.2161616149
2007-02-28,17.5780629101
2007-03-01,17.4370624055
2007-03-02,17.1456613626
2007-03-05,16.9811607739
2007-03-06,17.1456613626
2007-03-07,16.7696600169
2007-03-08,17.1456613626
2007-03-09,17.1315613121
2007-03-12,17.1926615308
2007-03-13,16.9811607739
2007-03-14,17.0516610262
2007-03-15,17.0892611607
2007-03-16,17.0704610934
2007-03-19,17.2725618167
2007-03-20,17.3806622036
2007-03-21,17.7096633811
2007-03-22,17.8647639362
2007-03-23,17.9164641212
2007-03-26,17.7049633643
2007-03-27,17.7143633979
2007-03-28,17.4981626242
2007-03-29,17.6579631961
2007-03-30,17.8224637848
2007-04-02,17.7801636334
2007-04-03,17.9164641212
2007-04-04,17.869463953
2007-04-05,18.0504146006
2007-04-09,18.0504146006
2007-04-10,17.9554124185
2007-04-11,17.7559078361
2007-04-12,17.751157727
2007-04-13,17.7606579452
2007-04-16,17.9886631822
2007-04-17,17.7939087089
2007-04-18,17.7749082725
2007-04-19,17.8176592544
2007-04-20,18.0076636187
2007-04-23,17.8366596909
2007-04-24,17.8604102364
2007-04-25,17.8841607819
2007-04-26,18.0361642733
2007-04-27,17.9981634004
2007-04-30,18.1359165645
2007-05-01,18.292670165
2007-05-02,18.8104320575
2007-05-03,19.508698096
2007-05-04,19.3139436226
2007-05-07,19.3946954774
2007-05-08,19.2949431862
2007-05-09,19.5514490779
2007-05-10,19.3709449319
2007-05-11,19.6417011509
2007-05-14,19.7604538786
2007-05-15,20.2069641345
2007-05-16,20.3019663166
2007-05-17,20.0169597702
2007-05-18,20.23071468
2007-05-21,20.2069641345
2007-05-22,20.2402148982
2007-05-23,20.2687155528
2007-05-24,20.2069641345
2007-05-25,20.187963698
2007-05-29,20.5204713354
2007-05-30,20.8149781
2007-05-31,20.6772249359
2007-06-01,20.4302192624
2007-06-04,20.4017186078
2007-06-05,20.3114665348
2007-06-06,20.3874682805
2007-06-07,20.23071468
2007-06-08,20.4587199171
2007-06-11,20.6677247177
2007-06-12,20.4634700262
2007-06-13,20.3779680623
2007-06-14,20.5299715536
2007-06-15,20.4207190442
2007-06-18,20.2117142436
2007-06-19,20.4587199171
2007-06-20,20.2069641345
2007-06-21,20.1594630434
2007-06-22,19.7747042059
2007-06-25,19.7129527875
2007-06-26,19.508698096
2007-06-27,19.4374464594
2007-06-28,19.508698096
2007-06-29,19.556199187
2007-07-02,19.7509536603
2007-07-03,20.007459552
2007-07-05,19.9409580246
2007-07-06,19.9290827518
2007-07-09,20.1545140128
2007-07-10,19.4350525416
2007-07-11,19.5693520162
2007-07-12,19.8715258341
2007-07-13,20.0298073578
2007-07-16,20.5094483386
2007-07-17,20.2696278482
2007-07-18,20.1305319637
2007-07-19,20.2696278482
2007-07-20,20.2792206678
2007-07-23,20.523837568
2007-07-24,20.6773226818
2007-07-25,20.7300831897
2007-07-26,20.3367775855
2007-07-27,20.1449211932
2007-07-30,19.9098971126
2007-07-31,20.4422986012
2007-08-01,20.7396760093
2007-08-02,20.6869155014
2007-08-03,20.5046519287
2007-08-06,20.8260113859
2007-08-07,20.6773226818
2007-08-08,20.7156939603
2007-08-09,20.1065499147
2007-08-10,19.823561736
2007-08-13,19.9770468499
2007-08-14,19.6460945731
2007-08-15,19.425459722
2007-08-16,19.2959566572
2007-08-17,19.5693520162
2007-08-20,19.7180407203
2007-08-21,20.0058253087
2007-08-22,20.0585858166
2007-08-23,20.2168673403
2007-08-24,20.4518914209
2007-08-27,20.4279093718
2007-08-28,19.9146935224
2007-08-29,20.2552386187
2007-08-30,20.1113463245
2007-08-31,20.0873642755
2007-09-04,20.4662806503
2007-09-05,20.1209391441
2007-09-06,20.2696278482
2007-09-07,19.8283581458
2007-09-10,19.7851904576
2007-09-11,20.0825678657
2007-09-12,20.0825678657
2007-09-13,20.4375021914
2007-09-14,20.3943345032
2007-09-17,20.4279093718
2007-09-18,20.773250878
2007-09-19,20.998682139
2007-09-20,21.0082749586
2007-09-21,21.2864667274
2007-09-24,21.1617600724
2007-09-25,21.1377780234
2007-09-26,21.3344308255
2007-09-27,21.4303590217
2007-09-28,21.2385026294
2007-10-01,21.7757005278
2007-10-02,21.746922069
2007-10-03,21.6989579709
2007-10-04,21.7852933475
2007-10-05,21.895610773
2007-10-08,21.7697182741
2007-10-09,22.0892915406
2007-10-10,22.0941335598
2007-10-11,22.1183436557
2007-10-12,22.0457133679
2007-10-15,21.6099316409
2007-10-16,21.7551922166
2007-10-17,21.9149788498
2007-10-18,21.7745602933
2007-10-19,21.4356189501
2007-10-22,21.4646710652
2007-10-23,21.6970879863
2007-10-24,21.5082492379
2007-10-25,21.7455081782
2007-10-26,22.0796075022
2007-10-29,22.2684462506
2007-10-30,21.9633990417
